jobTitle,jobCompany,jobLocation,jobLink,jobSalary,jobCareerLevel,jobType,detailStatus,scrapedAt
Automation Tester,Cognizant,"Dubai, UAE",https://www.bayt.com/en/uae/jobs/automation-tester-5483309/,,,,success,2026-09-24T17:41:09.873960+00:00
